주소,입력주소,경도,위도
중화동 315-23,서울시  중화동 315-23,126.910651,37.563841
중화동 15-2,서울시  중화동 15-2,126.915868,37.564699
중화동 328-15,서울시  중화동 328-15,126.915404,37.558505
중화동 332-54,서울시  중화동 332-54,126.906925,37.567095
중화동 329-25,서울시  중화동 329-25,126.908083,37.566898
중화동 200-8,서울시  중화동 200-8,126.909476,37.563695
중화동 291-44,서울시  중화동 291-44,126.908225,37.559475
중화동 323-36,서울시  중화동 323-36,126.908682,37.562255
중화동 332-58,서울시  중화동 332-58,126.913915,37.564402
중화동 332-147,서울시  중화동 332-147,126.909159,37.559069
묵동 181-38,서울시  묵동 181-38,126.91001,37.56051
묵동 122-379,서울시  묵동 122-379,126.910819,37.56322
묵동 178-19,서울시  묵동 178-19,126.908463,37.567199
묵동 248-32,서울시  묵동 248-32,126.909671,37.562768
묵동 233-93,서울시  묵동 233-93,126.905955,37.565293
묵동 103-1,서울시  묵동 103-1,126.90886,37.56095
묵동 242-34,서울시  묵동 242-34,126.909114,37.5668
묵동 240-77,서울시  묵동 240-77,126.908076,37.561177
묵동 233-4,서울시  묵동 233-4,126.905365,37.568522
묵동 181-32,서울시  묵동 181-32,126.915355,37.559541
묵동 302-9,서울시  묵동 302-9,126.906852,37.562003
묵동 121-68,서울시  묵동 121-68,126.909442,37.569145
묵동 171-13,서울시  묵동 171-13,126.894836,37.576317
묵동 176-20,서울시  묵동 176-20,126.895063,37.578572
묵동 114-5,서울시  묵동 114-5,126.972628,37.586589
묵동 159-10,서울시  묵동 159-10,126.968894,37.583123
묵동 237-26,서울시  묵동 237-26,126.96817,37.583919
묵동 247-52,서울시  묵동 247-52,126.969751,37.583401
묵동 239-58,서울시  묵동 239-58,126.96946,37.583092
묵동 242-53,서울시  묵동 242-53,126.971605,37.581894
묵동 238-15,서울시  묵동 238-15,126.966543,37.580408
묵동 172-34,서울시  묵동 172-34,126.96605,37.580855
묵동 242-3,서울시  묵동 242-3,126.965905,37.579853
묵동 178-23,서울시  묵동 178-23,126.966738,37.580212
망우동 455-8,서울시  망우동 455-8,126.965424,37.581849
망우동 456-12,서울시  망우동 456-12,126.965163,37.574531
망우동 431-39,서울시  망우동 431-39,126.989418,37.575786
망우동 468-1,서울시  망우동 468-1,126.988644,37.582798
망우동 509-32,서울시  망우동 509-32,127.005995,37.57726
망우동 529-55,서울시  망우동 529-55,127.005478,37.581239
망우동 457-2,서울시  망우동 457-2,127.000574,37.588099
망우동 491-22,서울시  망우동 491-22,127.000466,37.591099
망우동 146-86,서울시  망우동 146-86,127.001699,37.588703
망우동 163-62,서울시  망우동 163-62,127.000709,37.58819
신내동 501-1,서울시  신내동 501-1,126.999521,37.58727
신내동 587-2,서울시  신내동 587-2,126.998026,37.584807
신내동 581,서울시  신내동 581,126.997579,37.586028
아현동 715-10,서울시  아현동 715-10,126.995333,37.58973
아현동 693-3,서울시  아현동 693-3,127.009166,37.576305
아현동 720-6,서울시  아현동 720-6,127.019436,37.575327
아현동 706-2,서울시  아현동 706-2,126.962207,37.574631
아현동 748-9,서울시  아현동 748-9,126.961623,37.57431
아현동 744,서울시  아현동 744,126.962941,37.574754
아현동 747-10,서울시  아현동 747-10,126.962734,37.575825
아현동 747-8,서울시  아현동 747-8,126.962223,37.572712
아현동 710-4,서울시  아현동 710-4,126.962099,37.5759
아현동 707-7,서울시  아현동 707-7,126.962164,37.575315
공덕동 11-202,서울시  공덕동 11-202,126.953104,37.612754
용강동 494-114,서울시  용강동 494-114,126.958942,37.608301
용강동 149-43,서울시  용강동 149-43,126.96921,37.594722
용강동 149-36,서울시  용강동 149-36,126.964425,37.59514
마포동 405,서울시  마포동 405,126.962027,37.60148
염리동 128-74,서울시  염리동 128-74,126.960107,37.600292
염리동 128-61,서울시  염리동 128-61,126.962972,37.604345
염리동 9-30,서울시  염리동 9-30,127.039481,37.504201
노고산동 19-199,서울시  노고산동 19-199,127.040705,37.494264
노고산동 12-58,서울시  노고산동 12-58,127.042334,37.508406
신수동 423-2,서울시  신수동 423-2,127.039616,37.504248
신수동 250-34,서울시  신수동 250-34,127.036133,37.492803
구수동 21-3,서울시  구수동 21-3,127.033954,37.495993
창전동 6-238,서울시  창전동 6-238,127.042173,37.495339
상수동 326-9,서울시  상수동 326-9,127.035913,37.495847
상수동 325-9,서울시  상수동 325-9,127.037969,37.492458
상수동 327-2,서울시  상수동 327-2,127.041621,37.509319
상수동 337-15,서울시  상수동 337-15,127.033287,37.502989
하중동 12-1,서울시  하중동 12-1,127.026999,37.503
당인동 12-12,서울시  당인동 12-12,127.038049,37.506479
당인동 12-15,서울시  당인동 12-15,127.043495,37.508739
당인동 12-22,서울시  당인동 12-22,127.036422,37.492283
서교동 449-19,서울시  서교동 449-19,127.031217,37.496899
서교동 247-147,서울시  서교동 247-147,127.034666,37.503937
서교동 385-8,서울시  서교동 385-8,127.050829,37.472594
서교동 473-42,서울시  서교동 473-42,127.04739,37.479919
서교동 482-30,서울시  서교동 482-30,127.05118,37.477958
서교동 395-99,서울시  서교동 395-99,127.04993,37.477516
서교동 386-12,서울시  서교동 386-12,127.061433,37.483528
서교동 454-5,서울시  서교동 454-5,127.050065,37.475823
서교동 474-22,서울시  서교동 474-22,127.047548,37.480848
서교동 381-39,서울시  서교동 381-39,127.062777,37.483592
서교동 2,서울시  서교동 2,127.058377,37.477448
서교동 336-6,서울시  서교동 336-6,127.048914,37.480085
동교동 197-28,서울시  동교동 197-28,127.052046,37.473847
동교동 113-21,서울시  동교동 113-21,127.051154,37.478201
합정동 431-20,서울시  합정동 431-20,127.042627,37.519094
합정동 436-30,서울시  합정동 436-30,127.053408,37.526227
합정동 449-17,서울시  합정동 449-17,127.043916,37.519132
합정동 444-9,서울시  합정동 444-9,127.045968,37.522356
합정동 370-13,서울시  합정동 370-13,127.041918,37.518827
합정동 74-18,서울시  합정동 74-18,127.044323,37.520045
합정동 377-11,서울시  합정동 377-11,127.044198,37.512151
합정동 375-22,서울시  합정동 375-22,127.046016,37.512382
합정동 433-20,서울시  합정동 433-20,127.062422,37.516586
합정동 391-26,서울시  합정동 391-26,127.045442,37.511287
합정동 428-55,서울시  합정동 428-55,127.052749,37.509517
합정동 440-15,서울시  합정동 440-15,127.049705,37.514944
합정동 430-14,서울시  합정동 430-14,127.045815,37.512182
합정동 440-11,서울시  합정동 440-11,127.053421,37.509991
합정동 360-4,서울시  합정동 360-4,127.051616,37.5114
합정동 436-25,서울시  합정동 436-25,127.048136,37.511138
합정동 393-16,서울시  합정동 393-16,127.053138,37.515422
합정동 91-29,서울시  합정동 91-29,127.048213,37.512147
합정동 443-3,서울시  합정동 443-3,127.048147,37.514706
합정동 451-11,서울시  합정동 451-11,127.049684,37.511213
합정동 91-11,서울시  합정동 91-11,127.057,37.500648
합정동 389-27,서울시  합정동 389-27,127.057834,37.500889
망원동 384-36,서울시  망원동 384-36,127.056352,37.498192
망원동 411-42,서울시  망원동 411-42,127.054223,37.502897
망원동 399-18,서울시  망원동 399-18,127.053304,37.502259
망원동 378-8,서울시  망원동 378-8,127.056079,37.500136
망원동 436-27,서울시  망원동 436-27,127.063,37.501976
망원동 479-62,서울시  망원동 479-62,127.057544,37.49876
망원동 407-7,서울시  망원동 407-7,127.059109,37.504711
망원동 338-42,서울시  망원동 338-42,127.061657,37.503533
망원동 431-16,서울시  망원동 431-16,127.057861,37.500502
망원동 467-6,서울시  망원동 467-6,127.052205,37.503313
망원동 425-54,서울시  망원동 425-54,127.059295,37.500739
망원동 374-3,서울시  망원동 374-3,127.055601,37.499475
망원동 456-50,서울시  망원동 456-50,127.058218,37.499144
망원동 435-27,서울시  망원동 435-27,127.060354,37.505559
망원동 439-10,서울시  망원동 439-10,127.050661,37.501994
망원동 464-12,서울시  망원동 464-12,127.052805,37.502345
망원동 455-81,서울시  망원동 455-81,127.053262,37.501979
망원동 384-47,서울시  망원동 384-47,127.059491,37.499533
망원동 422-10,서울시  망원동 422-10,127.050829,37.502149
망원동 453-29,서울시  망원동 453-29,127.056168,37.499362
망원동 457-1,서울시  망원동 457-1,127.054991,37.502993
망원동 485-39,서울시  망원동 485-39,127.058424,37.500732
망원동 380-31,서울시  망원동 380-31,127.029362,37.510039
망원동 385-20,서울시  망원동 385-20,127.036367,37.508898
망원동 464-4,서울시  망원동 464-4,127.025485,37.507241
망원동 418-16,서울시  망원동 418-16,127.040002,37.514712
망원동 455-75,서울시  망원동 455-75,127.034528,37.509387
망원동 406-10,서울시  망원동 406-10,127.035774,37.509244
망원동 408-13,서울시  망원동 408-13,127.03461,37.510956
망원동 338-8,서울시  망원동 338-8,127.025206,37.517402
망원동 428-35,서울시  망원동 428-35,127.039307,37.513355
망원동 455-65,서울시  망원동 455-65,127.037131,37.514598
망원동 428-29,서울시  망원동 428-29,127.038779,37.512215
망원동 479-11,서울시  망원동 479-11,127.030469,37.517184
망원동 464-19,서울시  망원동 464-19,127.036135,37.512887
망원동 394-96,서울시  망원동 394-96,127.030368,37.508371
망원동 431-18,서울시  망원동 431-18,127.030374,37.509623
망원동 422-8,서울시  망원동 422-8,127.029203,37.516237
연남동 254-20,서울시  연남동 254-20,127.039835,37.511025
연남동 370-8,서울시  연남동 370-8,127.026964,37.517903
연남동 562-28,서울시  연남동 562-28,127.031927,37.507645
연남동 478-11,서울시  연남동 478-11,127.026234,37.511364
연남동 240-31,서울시  연남동 240-31,127.025671,37.506819
연남동 482-31,서울시  연남동 482-31,127.033811,37.510652
연남동 226-2,서울시  연남동 226-2,127.024841,37.508884
연남동 365-1,서울시  연남동 365-1,127.027449,37.506698
연남동 229-22,서울시  연남동 229-22,127.026531,37.510295
연남동 487-145,서울시  연남동 487-145,127.028005,37.506531
연남동 239-16,서울시  연남동 239-16,127.029291,37.508524
연남동 564-25,서울시  연남동 564-25,127.03122,37.509838
연남동 504-41,서울시  연남동 504-41,127.037355,37.518295
연남동 366-38,서울시  연남동 366-38,127.025237,37.514131
성산동 81-104,서울시  성산동 81-104,127.038505,37.510627
성산동 79,서울시  성산동 79,127.029573,37.507707
성산동 4-8,서울시  성산동 4-8,127.027047,37.515822
성산동 634-1,서울시  성산동 634-1,127.086121,37.494218
성산동 200-128,서울시  성산동 200-128,127.086803,37.491214
성산동 200-100,서울시  성산동 200-100,127.083037,37.490257
성산동 81-14,서울시  성산동 81-14,127.083851,37.491209
성산동 254-12,서울시  성산동 254-12,127.086674,37.492466
성산동 214-20,서울시  성산동 214-20,127.081918,37.491203
성산동 47-5,서울시  성산동 47-5,127.038167,37.489369
성산동 251-23,서울시  성산동 251-23,127.034338,37.488193
성산동 30-20,서울시  성산동 30-20,127.034814,37.487224
성산동 81-93,서울시  성산동 81-93,127.044335,37.487175
성산동 200-74,서울시  성산동 200-74,127.03525,37.486696
성산동 81-29,서울시  성산동 81-29,127.035365,37.486561
성산동 200-348,서울시  성산동 200-348,126.959702,37.563517
성산동 30-48,서울시  성산동 30-48,126.960933,37.56287
성산동 200-34,서울시  성산동 200-34,126.959918,37.563402
성산동 218-1,서울시  성산동 218-1,126.96154,37.560731
성산동 160-18,서울시  성산동 160-18,126.959322,37.568821
성산동 239-11,서울시  성산동 239-11,126.96037,37.569163
성산동 271-17,서울시  성산동 271-17,126.959126,37.567431
중동 120,서울시  중동 120,126.952991,37.564179
상암동 34-37,서울시  상암동 34-37,126.953787,37.565573
상암동 2-31,서울시  상암동 2-31,126.953793,37.565952
청운동 89-5,서울시  청운동 89-5,126.9564,37.564065
신교동 17-37,서울시  신교동 17-37,126.95586,37.564663
신교동 6-3,서울시  신교동 6-3,126.957808,37.565393
신교동 47,서울시  신교동 47,126.954046,37.566468
신교동 17-7,서울시  신교동 17-7,126.958017,37.560141
효자동 45,서울시  효자동 45,126.953549,37.563976
누상동 97-9,서울시  누상동 97-9,126.957989,37.563736
누상동 23,서울시  누상동 23,126.940981,37.586633
누상동 131,서울시  누상동 131,126.947708,37.59537
누상동 116,서울시  누상동 116,126.944358,37.589646
옥인동 178-27,서울시  옥인동 178-27,126.946035,37.591157
사직동 281-1,서울시  사직동 281-1,126.948044,37.591616
운니동 45-3,서울시  운니동 45-3,126.947962,37.596607
원서동 76-6,서울시  원서동 76-6,126.947655,37.595082
이화동 28-10,서울시  이화동 28-10,126.948679,37.597154
동숭동 129-82,서울시  동숭동 129-82,126.944129,37.556945
혜화동 20-29,서울시  혜화동 20-29,126.946125,37.567064
혜화동 5-22,서울시  혜화동 5-22,126.940882,37.558448
혜화동 22-87,서울시  혜화동 22-87,126.929025,37.560468
혜화동 20-27,서울시  혜화동 20-27,126.931908,37.559151
명륜1가 36-16,서울시  명륜1가 36-16,126.927631,37.560644
명륜2가 109,서울시  명륜2가 109,126.93168,37.559257
명륜2가 65,서울시  명륜2가 65,126.926543,37.565482
명륜3가 1-87,서울시  명륜3가 1-87,126.927375,37.573716
창신동 629-58,서울시  창신동 629-58,126.923812,37.571926
숭인동 178-84,서울시  숭인동 178-84,126.934054,37.578507
행촌동 210-434,서울시  행촌동 210-434,126.928167,37.56665
행촌동 210-219,서울시  행촌동 210-219,126.920454,37.569319
행촌동 210-166,서울시  행촌동 210-166,126.931377,37.564634
행촌동 210-562,서울시  행촌동 210-562,126.931251,37.56311
행촌동 171-5,서울시  행촌동 171-5,126.924674,37.573403
행촌동 210-51,서울시  행촌동 210-51,126.932343,37.564318
행촌동 210-422,서울시  행촌동 210-422,126.934655,37.572845
구기동 230-19,서울시  구기동 230-19,126.93348,37.575871
구기동 81-23,서울시  구기동 81-23,126.934341,37.575833
부암동 29-6,서울시  부암동 29-6,126.925136,37.569596
부암동 208-31,서울시  부암동 208-31,126.925987,37.580533
신영동 114-1,서울시  신영동 114-1,126.947695,37.602696
신영동 168-1,서울시  신영동 168-1,126.927809,37.581397
신영동 30-1,서울시  신영동 30-1,126.924634,37.585657
역삼동 673-4,서울시  역삼동 673-4,126.932945,37.581623
역삼동 776-7,서울시  역삼동 776-7,126.932796,37.587352
역삼동 684-12,서울시  역삼동 684-12,126.927134,37.579489
역삼동 673-10,서울시  역삼동 673-10,126.923673,37.585558
역삼동 793-14,서울시  역삼동 793-14,126.930798,37.587659
역삼동 742-29,서울시  역삼동 742-29,126.933307,37.58642
역삼동 777-29,서울시  역삼동 777-29,126.927604,37.577529
역삼동 749-17,서울시  역삼동 749-17,126.926561,37.577601
역삼동 794-25,서울시  역삼동 794-25,126.935049,37.584192
역삼동 681-35,서울시  역삼동 681-35,126.920687,37.581431
역삼동 629-21,서울시  역삼동 629-21,126.908995,37.581981
역삼동 812-1,서울시  역삼동 812-1,126.908385,37.579534
역삼동 656-13,서울시  역삼동 656-13,126.915186,37.583669
역삼동 683-42,서울시  역삼동 683-42,126.915241,37.577542
역삼동 793-28,서울시  역삼동 793-28,126.910974,37.577476
역삼동 827-52,서울시  역삼동 827-52,126.910216,37.580497
역삼동 628-3,서울시  역삼동 628-3,126.903822,37.575671
개포동 1169-4,서울시  개포동 1169-4,126.912656,37.582465
개포동 1255-10,서울시  개포동 1255-10,126.920602,37.582556
개포동 1209-11,서울시  개포동 1209-11,126.908171,37.579432
개포동 1206-5,서울시  개포동 1206-5,126.9145,37.581743
개포동 164-8,서울시  개포동 164-8,126.91961,37.583097
개포동 1200-4,서울시  개포동 1200-4,126.911235,37.578163
개포동 1252-1,서울시  개포동 1252-1,126.915059,37.577577
개포동 160-6,서울시  개포동 160-6,126.912378,37.579787
개포동 660-31,서울시  개포동 660-31,126.913316,37.586139
개포동 1263-7,서울시  개포동 1263-7,126.913443,37.584365
개포동 1174-3,서울시  개포동 1174-3,126.913043,37.579991
개포동 1209-6,서울시  개포동 1209-6,126.914884,37.578738
청담동 38-7,서울시  청담동 38-7,126.914845,37.582936
청담동 128-14,서울시  청담동 128-14,126.905447,37.576821
청담동 26-42,서울시  청담동 26-42,126.912561,37.581951
청담동 13-19,서울시  청담동 13-19,126.914073,37.585416
청담동 39-11,서울시  청담동 39-11,126.913217,37.579668
청담동 26-8,서울시  청담동 26-8,126.917087,37.581362
삼성동 36-3,서울시  삼성동 36-3,126.91567,37.583097
삼성동 40-14,서울시  삼성동 40-14,126.912761,37.585386
삼성동 92-11,서울시  삼성동 92-11,126.915473,37.581797
삼성동 38-3,서울시  삼성동 38-3,126.911381,37.582904
삼성동 124-13,서울시  삼성동 124-13,126.914469,37.579986
삼성동 25-20,서울시  삼성동 25-20,126.913756,37.580772
삼성동 40-6,서울시  삼성동 40-6,126.912569,37.578284
삼성동 125-19,서울시  삼성동 125-19,126.917858,37.581333
삼성동 116-33,서울시  삼성동 116-33,126.920497,37.581204
삼성동 114-7,서울시  삼성동 114-7,126.911809,37.583079
삼성동 69-6,서울시  삼성동 69-6,126.924501,37.575203
삼성동 44-32,서울시  삼성동 44-32,126.921762,37.581441
삼성동 27-23,서울시  삼성동 27-23,126.923634,37.581926
삼성동 114-43,서울시  삼성동 114-43,126.925179,37.57921
대치동 916-46,서울시  대치동 916-46,126.925662,37.577944
대치동 915-19,서울시  대치동 915-19,126.923872,37.583487
대치동 939-2,서울시  대치동 939-2,126.922148,37.581345
대치동 901-5,서울시  대치동 901-5,126.924204,37.576949
대치동 900-39,서울시  대치동 900-39,126.925825,37.576828
대치동 926-2,서울시  대치동 926-2,126.922749,37.582855
대치동 979-19,서울시  대치동 979-19,126.944874,37.509657
대치동 933-24,서울시  대치동 933-24,126.944841,37.5088
대치동 958-9,서울시  대치동 958-9,126.93836,37.507201
대치동 966-3,서울시  대치동 966-3,126.94666,37.506519
대치동 929-20,서울시  대치동 929-20,126.944617,37.495012
대치동 896-11,서울시  대치동 896-11,126.945802,37.502411
대치동 931-6,서울시  대치동 931-6,126.930527,37.500526
대치동 925-6,서울시  대치동 925-6,126.938517,37.495354
대치동 933-13,서울시  대치동 933-13,126.932569,37.496057
대치동 954-2,서울시  대치동 954-2,126.941753,37.497582
대치동 898-33,서울시  대치동 898-33,126.933767,37.49696
대치동 900-16,서울시  대치동 900-16,126.936961,37.495791
대치동 906-10,서울시  대치동 906-10,126.953033,37.495637
대치동 932-25,서울시  대치동 932-25,126.931941,37.494123
대치동 898-19,서울시  대치동 898-19,126.932085,37.495134
대치동 926-24,서울시  대치동 926-24,126.932544,37.497832
대치동 901-33,서울시  대치동 901-33,126.937682,37.496824
대치동 930-3,서울시  대치동 930-3,126.935025,37.499161
논현동 155-5,서울시  논현동 155-5,126.944883,37.504214
논현동 232-16,서울시  논현동 232-16,126.944428,37.504409
논현동 182-14,서울시  논현동 182-14,126.933131,37.498685
논현동 244-16,서울시  논현동 244-16,126.93348,37.494056
논현동 229-11,서울시  논현동 229-11,126.935415,37.50431
논현동 230-16,서울시  논현동 230-16,126.935213,37.494631
논현동 223-16,서울시  논현동 223-16,126.942902,37.494745
논현동 10-2,서울시  논현동 10-2,126.941397,37.498759
논현동 256-5,서울시  논현동 256-5,126.931217,37.498127
논현동 246-26,서울시  논현동 246-26,126.942839,37.498402
논현동 257-13,서울시  논현동 257-13,126.945837,37.506358
논현동 74-29,서울시  논현동 74-29,126.942105,37.499081
논현동 249-19,서울시  논현동 249-19,126.946885,37.497772
논현동 178-17,서울시  논현동 178-17,126.936927,37.495006
논현동 173-15,서울시  논현동 173-15,126.931847,37.493573
논현동 34-16,서울시  논현동 34-16,126.930999,37.493592
논현동 272-15,서울시  논현동 272-15,126.946777,37.496635
논현동 9-4,서울시  논현동 9-4,126.938447,37.495507
논현동 193-34,서울시  논현동 193-34,126.948487,37.500471
논현동 136-8,서울시  논현동 136-8,126.929429,37.502976
논현동 183-10,서울시  논현동 183-10,126.952902,37.501817
논현동 222-8,서울시  논현동 222-8,126.93802,37.500864
논현동 161-10,서울시  논현동 161-10,126.935111,37.495495
논현동 187-16,서울시  논현동 187-16,126.929628,37.502455
논현동 147-6,서울시  논현동 147-6,126.93908,37.500306
논현동 196-3,서울시  논현동 196-3,126.931463,37.493579
논현동 172-18,서울시  논현동 172-18,126.933021,37.493737
논현동 174-8,서울시  논현동 174-8,126.941999,37.4978
논현동 107-41,서울시  논현동 107-41,126.940595,37.497157
논현동 41-4,서울시  논현동 41-4,126.933138,37.502965
논현동 274-7,서울시  논현동 274-7,126.935638,37.494995
논현동 179-7,서울시  논현동 179-7,126.933352,37.500642
논현동 28-23,서울시  논현동 28-23,126.94591,37.496339
일원동 641,서울시  일원동 641,126.950303,37.497586
일원동 652-4,서울시  일원동 652-4,126.954016,37.491627
일원동 680,서울시  일원동 680,126.951353,37.507399
일원동 671-6,서울시  일원동 671-6,126.936682,37.498699
일원동 648-4,서울시  일원동 648-4,126.950759,37.503753
일원동 683-12,서울시  일원동 683-12,126.951495,37.502904
도곡동 884-5,서울시  도곡동 884-5,126.948474,37.503832
도곡동 947-26,서울시  도곡동 947-26,126.949118,37.503063
도곡동 947-12,서울시  도곡동 947-12,126.96938,37.505061
도곡동 193-34,서울시  도곡동 193-34,126.967569,37.504343
도곡동 950-11,서울시  도곡동 950-11,126.961632,37.508372
도곡동 950-17,서울시  도곡동 950-17,126.968337,37.505287
충정로3가 3-108,서울시  충정로3가 3-108,126.972944,37.484377
충정로3가 3-39,서울시  충정로3가 3-39,126.97909,37.493
충정로3가 3-75,서울시  충정로3가 3-75,126.97706,37.478556
충정로3가 32-51,서울시  충정로3가 32-51,126.971072,37.481532
천연동 90-18,서울시  천연동 90-18,126.975809,37.479933
천연동 80-33,서울시  천연동 80-33,126.969176,37.491129
천연동 120-35,서울시  천연동 120-35,126.96528,37.4875
북아현동 187-16,서울시  북아현동 187-16,126.977015,37.478493
북아현동 1-355,서울시  북아현동 1-355,126.970479,37.490105
북아현동 1-396,서울시  북아현동 1-396,126.969886,37.486396
북아현동 1-62,서울시  북아현동 1-62,126.968492,37.484113
북아현동 1-218,서울시  북아현동 1-218,126.975306,37.480307
북아현동 1-1629,서울시  북아현동 1-1629,126.974214,37.480757
북아현동 1-574,서울시  북아현동 1-574,126.974253,37.481208
북아현동 123-52,서울시  북아현동 123-52,126.977215,37.48045
북아현동 183-1,서울시  북아현동 183-1,126.969979,37.484514
북아현동 3-65,서울시  북아현동 3-65,126.969693,37.492206
홍제동 312-49,서울시  홍제동 312-49,126.977754,37.493141
홍제동 278-25,서울시  홍제동 278-25,126.974322,37.477019
홍제동 304-108,서울시  홍제동 304-108,126.978528,37.481182
홍제동 266-158,서울시  홍제동 266-158,126.973969,37.480485
홍제동 267-20,서울시  홍제동 267-20,126.976402,37.478722
홍제동 285-16,서울시  홍제동 285-16,126.973884,37.480087
홍제동 278-57,서울시  홍제동 278-57,126.971948,37.481116
홍제동 285-5,서울시  홍제동 285-5,126.972846,37.483268
대현동 90-70,서울시  대현동 90-70,126.970678,37.483015
대신동 124-13,서울시  대신동 124-13,126.971985,37.480098
창천동 4-133,서울시  창천동 4-133,126.971021,37.490992
창천동 347,서울시  창천동 347,126.970784,37.482728
창천동 100-30,서울시  창천동 100-30,126.973312,37.476487
창천동 461,서울시  창천동 461,126.970939,37.476359
창천동 100-29,서울시  창천동 100-29,126.972245,37.476766
연희동 219-16,서울시  연희동 219-16,126.976251,37.487298
연희동 186-4,서울시  연희동 186-4,126.979275,37.486099
연희동 520-29,서울시  연희동 520-29,126.969664,37.481979
연희동 170-93,서울시  연희동 170-93,126.972809,37.479312
연희동 190-15,서울시  연희동 190-15,126.969725,37.490684
연희동 541-14,서울시  연희동 541-14,126.970985,37.477179
연희동 340-42,서울시  연희동 340-42,126.928096,37.500495
연희동 344-26,서울시  연희동 344-26,126.921617,37.498778
연희동 519-74,서울시  연희동 519-74,126.933429,37.510392
연희동 339-23,서울시  연희동 339-23,126.923203,37.499414
연희동 78-21,서울시  연희동 78-21,126.928138,37.501496
연희동 724-28,서울시  연희동 724-28,126.933532,37.50632
연희동 151-84,서울시  연희동 151-84,126.925208,37.501541
연희동 444-63,서울시  연희동 444-63,126.928651,37.501996
홍은동 409-9,서울시  홍은동 409-9,126.931694,37.509908
홍은동 10-183,서울시  홍은동 10-183,126.92292,37.500232
홍은동 397-33,서울시  홍은동 397-33,126.92497,37.501575
홍은동 335-19,서울시  홍은동 335-19,126.921911,37.498772
홍은동 277-56,서울시  홍은동 277-56,126.934586,37.509303
홍은동 265-102,서울시  홍은동 265-102,126.932004,37.507973
홍은동 407-34,서울시  홍은동 407-34,126.926052,37.501828
홍은동 338-7,서울시  홍은동 338-7,126.907869,37.488434
홍은동 265-221,서울시  홍은동 265-221,126.911079,37.490086
홍은동 265-75,서울시  홍은동 265-75,126.911371,37.48944
홍은동 415-17,서울시  홍은동 415-17,126.909106,37.488923
홍은동 413-45,서울시  홍은동 413-45,126.914239,37.489718
홍은동 265-327,서울시  홍은동 265-327,126.909066,37.487751
북가좌동 5-14,서울시  북가좌동 5-14,126.926289,37.493955
북가좌동 345-26,서울시  북가좌동 345-26,126.925006,37.497485
북가좌동 319-6,서울시  북가좌동 319-6,126.889411,37.587844
북가좌동 274-10,서울시  북가좌동 274-10,126.892197,37.583257
북가좌동 75-29,서울시  북가좌동 75-29,126.889424,37.586988
북가좌동 304-6,서울시  북가좌동 304-6,126.929626,37.606281
북가좌동 312-25,서울시  북가좌동 312-25,126.923063,37.601978
북가좌동 392-5,서울시  북가좌동 392-5,126.925451,37.60282
북가좌동 327-5,서울시  북가좌동 327-5,126.933246,37.604972
북가좌동 3-11,서울시  북가좌동 3-11,126.938892,37.609375
북가좌동 317-20,서울시  북가좌동 317-20,126.926202,37.606539
북가좌동 280-34,서울시  북가좌동 280-34,126.925536,37.606379
북가좌동 3-227,서울시  북가좌동 3-227,126.932463,37.605884
북가좌동 305-6,서울시  북가좌동 305-6,126.934354,37.603522
북가좌동 75-30,서울시  북가좌동 75-30,126.928096,37.604736
북가좌동 298-2,서울시  북가좌동 298-2,126.927392,37.605675
북가좌동 340-35,서울시  북가좌동 340-35,126.933791,37.602508
북가좌동 337-30,서울시  북가좌동 337-30,126.925206,37.60489
북가좌동 297-2,서울시  북가좌동 297-2,126.925994,37.607573
북가좌동 74-68,서울시  북가좌동 74-68,126.926953,37.605482
북가좌동 277-24,서울시  북가좌동 277-24,126.927607,37.602524
북가좌동 373-7,서울시  북가좌동 373-7,126.932507,37.602019
북가좌동 327-12,서울시  북가좌동 327-12,126.932188,37.602124
북가좌동 336-24,서울시  북가좌동 336-24,126.928394,37.605306
북가좌동 297-3,서울시  북가좌동 297-3,126.929237,37.606521
북가좌동 6-6,서울시  북가좌동 6-6,126.924494,37.602423
북가좌동 3-204,서울시  북가좌동 3-204,126.93146,37.607145
북가좌동 341-17,서울시  북가좌동 341-17,126.921847,37.602237
북가좌동 280-5,서울시  북가좌동 280-5,126.923339,37.603242
북가좌동 328-5,서울시  북가좌동 328-5,126.926496,37.605766
북가좌동 288-2,서울시  북가좌동 288-2,126.924666,37.606227
북가좌동 295-55,서울시  북가좌동 295-55,126.924361,37.602269
북가좌동 80-105,서울시  북가좌동 80-105,126.931568,37.605921
북가좌동 5-132,서울시  북가좌동 5-132,126.923715,37.625834
북가좌동 5-12,서울시  북가좌동 5-12,126.931124,37.618747
북가좌동 329-31,서울시  북가좌동 329-31,126.93156,37.617544
남가좌동 330-10,서울시  남가좌동 330-10,126.933911,37.621097
남가좌동 5-222,서울시  남가좌동 5-222,126.932325,37.616298
남가좌동 5-24,서울시  남가좌동 5-24,126.921137,37.623161
남가좌동 325-58,서울시  남가좌동 325-58,126.92747,37.62394
남가좌동 326-22,서울시  남가좌동 326-22,126.931556,37.619418
남가좌동 8-6,서울시  남가좌동 8-6,126.923659,37.619544
남가좌동 5-229,서울시  남가좌동 5-229,126.9208,37.622167
남가좌동 338-8,서울시  남가좌동 338-8,126.924603,37.618481
남가좌동 339-9,서울시  남가좌동 339-9,126.926594,37.62022
남가좌동 4-14,서울시  남가좌동 4-14,126.923357,37.623191
